	gene	tss	chrom
3457	ENSMUSG00000028609	107879755	4
3458	ENSMUSG00000028614	107367784	4
3459	ENSMUSG00000028617	107235980	4
3460	ENSMUSG00000028618	107178399	4
3461	ENSMUSG00000028619	107177668	4
3462	ENSMUSG00000028622	107059950	4
3463	ENSMUSG00000028629	120922024	4
3464	ENSMUSG00000028633	120545067	4
3465	ENSMUSG00000028636	119422358	4
3466	ENSMUSG00000028639	119279450	4
3467	ENSMUSG00000028640	172549593	2
3468	ENSMUSG00000028641	119232915	4
3469	ENSMUSG00000028643	119195306	4
3470	ENSMUSG00000028645	119108711	4
3471	ENSMUSG00000028646	123917446	4
3472	ENSMUSG00000028647	123904832	4
3473	ENSMUSG00000028648	123716326	4
3474	ENSMUSG00000028649	123366449	4
3475	ENSMUSG00000028651	123136898	4
3476	ENSMUSG00000028653	123016597	4
3477	ENSMUSG00000028656	122864632	4
3478	ENSMUSG00000028657	122836242	4
3479	ENSMUSG00000028668	136021763	4
3480	ENSMUSG00000028669	135979114	4
3481	ENSMUSG00000028670	135970470	4
3482	ENSMUSG00000028671	135963727	4
3483	ENSMUSG00000028672	135946448	4
3484	ENSMUSG00000028673	135920735	4
3485	ENSMUSG00000028675	135873061	4
3486	ENSMUSG00000028676	135855747	4
3487	ENSMUSG00000028677	117273400	4
3488	ENSMUSG00000028678	117165410	4
3489	ENSMUSG00000028680	117133799	4
3490	ENSMUSG00000028681	117096075	4
3491	ENSMUSG00000028683	117019402	4
3492	ENSMUSG00000028684	116991665	4
3493	ENSMUSG00000028687	116807723	4
3494	ENSMUSG00000028688	116805192	4
3495	ENSMUSG00000028689	116708509	4
3496	ENSMUSG00000028690	116708288	4
3497	ENSMUSG00000028691	116685544	4
3498	ENSMUSG00000028692	116638014	4
3499	ENSMUSG00000028693	116604925	4
3500	ENSMUSG00000028696	116507549	4
3501	ENSMUSG00000028700	116123840	4
3502	ENSMUSG00000028702	116100058	4
3503	ENSMUSG00000028703	116075269	4
3504	ENSMUSG00000028706	116046960	4
3505	ENSMUSG00000028708	115839198	4
3506	ENSMUSG00000028709	115828092	4
3507	ENSMUSG00000028710	115784812	4
3508	ENSMUSG00000028718	115000159	4
3509	ENSMUSG00000028719	114987072	4
3510	ENSMUSG00000028729	118620799	4
3511	ENSMUSG00000028737	139622866	4
3512	ENSMUSG00000028741	139349603	4
3513	ENSMUSG00000028743	139310744	4
3514	ENSMUSG00000028745	139192899	4
3515	ENSMUSG00000028757	138304730	4
3516	ENSMUSG00000028759	138216296	4
3517	ENSMUSG00000028760	137993022	4
3518	ENSMUSG00000028763	137468769	4
3519	ENSMUSG00000028766	137747147	4
3520	ENSMUSG00000028771	20989261	5
3521	ENSMUSG00000028772	130318739	4
3522	ENSMUSG00000028773	130308595	4
3523	ENSMUSG00000028779	130102558	4
3524	ENSMUSG00000028788	129811219	4
3525	ENSMUSG00000028790	129713820	4
3526	ENSMUSG00000028792	128991958	4
3527	ENSMUSG00000028793	129058271	4
3528	ENSMUSG00000028797	129600668	4
3529	ENSMUSG00000028798	129595768	4
3530	ENSMUSG00000028800	129517518	4
3531	ENSMUSG00000028807	129378116	4
3532	ENSMUSG00000028809	135324849	4
3533	ENSMUSG00000028811	129189760	4
3534	ENSMUSG00000028820	127021324	4
3535	ENSMUSG00000028821	134930898	4
3536	ENSMUSG00000028822	134915015	4
3537	ENSMUSG00000028826	134811213	4
3538	ENSMUSG00000028832	134468320	4
3539	ENSMUSG00000028833	126753409	4
3540	ENSMUSG00000028836	134343181	4
3541	ENSMUSG00000028837	126677630	4
3542	ENSMUSG00000028842	126350320	4
3543	ENSMUSG00000028843	134128737	4
3544	ENSMUSG00000028847	126262325	4
3545	ENSMUSG00000028848	133584362	4
3546	ENSMUSG00000028850	133574745	4
3547	ENSMUSG00000028851	133533437	4
3548	ENSMUSG00000028857	133270116	4
3549	ENSMUSG00000028861	126046925	4
3550	ENSMUSG00000028863	125085134	4
3551	ENSMUSG00000028868	133130505	4
3552	ENSMUSG00000028869	125016585	4
3553	ENSMUSG00000028873	124936407	4
3554	ENSMUSG00000028878	132920909	4
3555	ENSMUSG00000028879	132863260	4
3556	ENSMUSG00000028882	132832975	4
3557	ENSMUSG00000028884	132768332	4
3558	ENSMUSG00000028885	132757252	4
3559	ENSMUSG00000028886	132638987	4
3560	ENSMUSG00000028889	124850679	4
3561	ENSMUSG00000028890	124802104	4
3562	ENSMUSG00000028893	132510501	4
3563	ENSMUSG00000028894	124741850	4
3564	ENSMUSG00000028896	132339932	4
3565	ENSMUSG00000028898	132325276	4
3566	ENSMUSG00000028899	132274375	4
3567	ENSMUSG00000028901	132234906	4
3568	ENSMUSG00000028902	124714776	4
3569	ENSMUSG00000028906	131937211	4
3570	ENSMUSG00000028907	124693534	4
3571	ENSMUSG00000028910	131843470	4
3572	ENSMUSG00000028911	131873617	4
3573	ENSMUSG00000028914	141793612	4
3574	ENSMUSG00000028920	141147913	4
3575	ENSMUSG00000028923	141068838	4
3576	ENSMUSG00000028932	21785283	5
3577	ENSMUSG00000028933	25693438	5
3578	ENSMUSG00000028936	152325742	4
3579	ENSMUSG00000028937	152178134	4
3580	ENSMUSG00000028945	24813959	5
3581	ENSMUSG00000028948	152039321	4
3582	ENSMUSG00000028952	152020616	4
3583	ENSMUSG00000028953	24577467	5
3584	ENSMUSG00000028954	24685532	5
3585	ENSMUSG00000028955	151057946	4
3586	ENSMUSG00000028959	24441524	5
3587	ENSMUSG00000028960	149331832	4
3588	ENSMUSG00000028961	149159999	4
3589	ENSMUSG00000028964	150901835	4
3590	ENSMUSG00000028967	150853919	4
3591	ENSMUSG00000028969	24422695	5
3592	ENSMUSG00000028970	8798147	5
3593	ENSMUSG00000028973	24393663	5
3594	ENSMUSG00000028974	149104146	4
3595	ENSMUSG00000028975	149099809	4
3596	ENSMUSG00000028982	149774277	4
3597	ENSMUSG00000028986	24100605	5
3598	ENSMUSG00000028988	149518236	4
3599	ENSMUSG00000028990	149485229	4
3600	ENSMUSG00000028991	148448611	4
3601	ENSMUSG00000028995	23922904	5
3602	ENSMUSG00000028998	23844161	5
3603	ENSMUSG00000028999	23787711	5
3604	ENSMUSG00000029003	148130384	4
3605	ENSMUSG00000029004	23434441	5
3606	ENSMUSG00000029007	148084776	4
3607	ENSMUSG00000029009	148039077	4
3608	ENSMUSG00000029012	22522666	5
3609	ENSMUSG00000029014	21768667	5
3610	ENSMUSG00000029016	148038562	4
3611	ENSMUSG00000029017	21737141	5
3612	ENSMUSG00000029020	147887523	4
3613	ENSMUSG00000029022	147862782	4
3614	ENSMUSG00000029026	154085322	4
3615	ENSMUSG00000029027	153972409	4
3616	ENSMUSG00000029028	154011731	4
3617	ENSMUSG00000029029	154142372	4
3618	ENSMUSG00000029030	154160166	4
3619	ENSMUSG00000029034	155869546	4
3620	ENSMUSG00000029036	155746345	4
3621	ENSMUSG00000029038	155704800	4
3622	ENSMUSG00000029047	155067016	4
3623	ENSMUSG00000029048	155086371	4
3624	ENSMUSG00000029050	155188296	4
3625	ENSMUSG00000029053	155268335	4
3626	ENSMUSG00000029056	154964123	4
3627	ENSMUSG00000029060	155656727	4
3628	ENSMUSG00000029062	155624854	4
3629	ENSMUSG00000029063	155562378	4
3630	ENSMUSG00000029064	155491361	4
3631	ENSMUSG00000029066	155802878	4
3632	ENSMUSG00000029068	155812489	4
3633	ENSMUSG00000029073	155868818	4
3634	ENSMUSG00000029076	155992872	4
3635	ENSMUSG00000029089	48327952	5
3636	ENSMUSG00000029090	49972075	5
3637	ENSMUSG00000029097	35574674	5
3638	ENSMUSG00000029101	34949445	5
3639	ENSMUSG00000029103	35102514	5
3640	ENSMUSG00000029104	34761740	5
3641	ENSMUSG00000029106	34573664	5
3642	ENSMUSG00000029110	34336289	5
3643	ENSMUSG00000029111	33936250	5
3644	ENSMUSG00000029121	37241940	5
3645	ENSMUSG00000029125	38038742	5
3646	ENSMUSG00000029128	41627502	5
3647	ENSMUSG00000029131	29735688	5
3648	ENSMUSG00000029138	31485740	5
3649	ENSMUSG00000029141	31526995	5
3650	ENSMUSG00000029145	31189916	5
3651	ENSMUSG00000029146	31193227	5
3652	ENSMUSG00000029147	31205083	5
3653	ENSMUSG00000029148	31240864	5
3654	ENSMUSG00000029152	73292784	5
3655	ENSMUSG00000029168	30711564	5
3656	ENSMUSG00000029169	52157803	5
3657	ENSMUSG00000029171	64092950	5
3658	ENSMUSG00000029173	52648480	5
3659	ENSMUSG00000029174	64156305	5
3660	ENSMUSG00000029175	30647933	5
3661	ENSMUSG00000029176	52834012	5
3662	ENSMUSG00000029177	30666777	5
3663	ENSMUSG00000029178	64803388	5
3664	ENSMUSG00000029179	52775409	5
3665	ENSMUSG00000029186	52741574	5
3666	ENSMUSG00000029190	36613730	5
3667	ENSMUSG00000029191	65269111	5
3668	ENSMUSG00000029192	36493417	5
3669	ENSMUSG00000029198	36464998	5
3670	ENSMUSG00000029199	65391497	5
3671	ENSMUSG00000029201	65422806	5
3672	ENSMUSG00000029202	65611773	5
3673	ENSMUSG00000029203	65537233	5
3674	ENSMUSG00000029205	65934921	5
3675	ENSMUSG00000029207	66313728	5
3676	ENSMUSG00000029208	69556923	5
3677	ENSMUSG00000029209	69590792	5
3678	ENSMUSG00000029213	72161138	5
3679	ENSMUSG00000029221	67306955	5
3680	ENSMUSG00000029223	66676091	5
3681	ENSMUSG00000029227	74535449	5
3682	ENSMUSG00000029229	75044321	5
3683	ENSMUSG00000029233	76140271	5
3684	ENSMUSG00000029234	76183880	5
3685	ENSMUSG00000029235	76331133	5
3686	ENSMUSG00000029238	76274012	5
3687	ENSMUSG00000029246	76951165	5
3688	ENSMUSG00000029247	76951307	5
3689	ENSMUSG00000029249	77265491	5
3690	ENSMUSG00000029250	77310147	5
3691	ENSMUSG00000029253	86065522	5
3692	ENSMUSG00000029263	108312609	5
3693	ENSMUSG00000029265	108268897	5
3694	ENSMUSG00000029267	108065674	5
3695	ENSMUSG00000029270	107972998	5
3696	ENSMUSG00000029276	107551410	5
3697	ENSMUSG00000029283	106964322	5
3698	ENSMUSG00000029290	105876565	5
3699	ENSMUSG00000029291	88565040	5
3700	ENSMUSG00000029304	104435118	5
3701	ENSMUSG00000029310	104046306	5
3702	ENSMUSG00000029312	103874369	5
3703	ENSMUSG00000029313	103692374	5
3704	ENSMUSG00000029319	100664419	5
3705	ENSMUSG00000029322	100562858	5
3706	ENSMUSG00000029326	100039985	5
3707	ENSMUSG00000029328	100036068	5
3708	ENSMUSG00000029344	112276691	5
3709	ENSMUSG00000029345	112326358	5
3710	ENSMUSG00000029361	117781032	5
3711	ENSMUSG00000029363	117380216	5
3712	ENSMUSG00000029364	117357304	5
3713	ENSMUSG00000029366	88764996	5
3714	ENSMUSG00000029387	124579140	5
3715	ENSMUSG00000029388	124574916	5
3716	ENSMUSG00000029389	124552864	5
3717	ENSMUSG00000029390	124540695	5
3718	ENSMUSG00000029394	124350254	5
3719	ENSMUSG00000029397	91953754	5
3720	ENSMUSG00000029403	92017896	5
3721	ENSMUSG00000029404	124116089	5
3722	ENSMUSG00000029405	92067523	5
3723	ENSMUSG00000029407	92137938	5
3724	ENSMUSG00000029414	123749716	5
3725	ENSMUSG00000029415	92296177	5
3726	ENSMUSG00000029416	127604607	5
3727	ENSMUSG00000029422	123733694	5
3728	ENSMUSG00000029426	92505637	5
3729	ENSMUSG00000029427	123703418	5
3730	ENSMUSG00000029430	129020069	5
3731	ENSMUSG00000029432	129725063	5
3732	ENSMUSG00000029433	123520754	5
3733	ENSMUSG00000029434	123559019	5
3734	ENSMUSG00000029439	129501221	5
3735	ENSMUSG00000029440	123169413	5
3736	ENSMUSG00000029446	129771155	5
3737	ENSMUSG00000029455	121571187	5
3738	ENSMUSG00000029458	121660563	5
3739	ENSMUSG00000029461	100706635	7
3740	ENSMUSG00000029462	122354369	5
3741	ENSMUSG00000029463	122372364	5
3742	ENSMUSG00000029464	122371876	5
3743	ENSMUSG00000029465	122391878	5
3744	ENSMUSG00000029466	122421693	5
3745	ENSMUSG00000029467	122501617	5
3746	ENSMUSG00000029469	122560841	5
3747	ENSMUSG00000029472	122793529	5
3748	ENSMUSG00000029474	122850048	5
3749	ENSMUSG00000029475	122881085	5
3750	ENSMUSG00000029478	125023220	5
3751	ENSMUSG00000029480	125415897	5
3752	ENSMUSG00000029482	125475814	5
3753	ENSMUSG00000029486	96209493	5
3754	ENSMUSG00000029499	110286002	5
3755	ENSMUSG00000029500	110266035	5
3756	ENSMUSG00000029501	110231004	5
3757	ENSMUSG00000029502	110176701	5
3758	ENSMUSG00000029504	110653451	5
3759	ENSMUSG00000029505	110668188	5
3760	ENSMUSG00000029507	110779967	5
3761	ENSMUSG00000029512	110787221	5
3762	ENSMUSG00000029513	116015161	5
3763	ENSMUSG00000029516	115845278	5
3764	ENSMUSG00000029518	115631908	5
3765	ENSMUSG00000029521	110839979	5
3766	ENSMUSG00000029522	115466262	5
3767	ENSMUSG00000029528	115506676	5
3768	ENSMUSG00000029535	115341225	5
3769	ENSMUSG00000029536	115341178	5
3770	ENSMUSG00000029538	115327177	5
3771	ENSMUSG00000029545	115119275	5
3772	ENSMUSG00000029550	115011137	5
3773	ENSMUSG00000029551	139826843	5
3774	ENSMUSG00000029552	17065149	6
3775	ENSMUSG00000029554	140115466	5
3776	ENSMUSG00000029557	140331898	5
3777	ENSMUSG00000029559	114942158	5
3778	ENSMUSG00000029560	140353514	5
3779	ENSMUSG00000029569	13607748	6
3780	ENSMUSG00000029571	13069759	6
3781	ENSMUSG00000029575	114443992	5
3782	ENSMUSG00000029577	114380607	5
3783	ENSMUSG00000029578	142627698	5
3784	ENSMUSG00000029580	142903654	5
3785	ENSMUSG00000029581	142960343	5
3786	ENSMUSG00000029591	114130386	5
3787	ENSMUSG00000029594	120116465	5
3788	ENSMUSG00000029598	120503601	5
3789	ENSMUSG00000029599	120612739	5
3790	ENSMUSG00000029600	120605717	5
3791	ENSMUSG00000029603	120682079	5
3792	ENSMUSG00000029610	143909784	5
3793	ENSMUSG00000029613	143817788	5
3794	ENSMUSG00000029614	121204481	5
3795	ENSMUSG00000029616	121452348	5
3796	ENSMUSG00000029617	143992584	5
3797	ENSMUSG00000029621	145083830	5
3798	ENSMUSG00000029622	145114215	5
3799	ENSMUSG00000029623	145135472	5
3800	ENSMUSG00000029624	145166956	5
3801	ENSMUSG00000029625	145167213	5
3802	ENSMUSG00000029629	11907809	6
3803	ENSMUSG00000029632	11907393	6
3804	ENSMUSG00000029634	146217989	5
3805	ENSMUSG00000029635	146231230	5
3806	ENSMUSG00000029636	146384985	5
3807	ENSMUSG00000029642	147077050	5
3808	ENSMUSG00000029647	147430161	5
3809	ENSMUSG00000029649	147860461	5
3810	ENSMUSG00000029655	150647519	5
3811	ENSMUSG00000029657	149619173	5
3812	ENSMUSG00000029670	21949571	6
3813	ENSMUSG00000029672	22329456	6
3814	ENSMUSG00000029673	131455862	5
3815	ENSMUSG00000029676	25746196	6
3816	ENSMUSG00000029681	135168283	5
3817	ENSMUSG00000029684	24628073	6
3818	ENSMUSG00000029686	47453398	6
3819	ENSMUSG00000029687	47532116	6
3820	ENSMUSG00000029701	29131302	6
3821	ENSMUSG00000029703	136125559	5
3822	ENSMUSG00000029705	136302521	5
3823	ENSMUSG00000029713	137528920	5
3824	ENSMUSG00000029715	137502425	5
3825	ENSMUSG00000029718	137605798	5
3826	ENSMUSG00000029722	137661762	5
3827	ENSMUSG00000029729	138085084	5
3828	ENSMUSG00000029730	138165716	5
3829	ENSMUSG00000029752	7677385	6
3830	ENSMUSG00000029761	34598500	6
3831	ENSMUSG00000029763	33249085	6
3832	ENSMUSG00000029767	29348069	6
3833	ENSMUSG00000029775	30401868	6
3834	ENSMUSG00000029776	52556517	6
3835	ENSMUSG00000029777	55038007	6
3836	ENSMUSG00000029780	56889863	6
3837	ENSMUSG00000029781	56832059	6
3838	ENSMUSG00000029782	30492179	6
3839	ENSMUSG00000029787	56714899	6
3840	ENSMUSG00000029790	30656809	6
3841	ENSMUSG00000029802	58584523	6
3842	ENSMUSG00000029814	49094211	6
3843	ENSMUSG00000029815	49073795	6
3844	ENSMUSG00000029817	49264010	6
3845	ENSMUSG00000029821	50193515	6
3846	ENSMUSG00000029823	38551334	6
3847	ENSMUSG00000029826	38354273	6
3848	ENSMUSG00000029833	37870811	6
3849	ENSMUSG00000029836	51470360	6
3850	ENSMUSG00000029840	35539799	6
3851	ENSMUSG00000029863	42264985	6
3852	ENSMUSG00000029910	66535390	6
3853	ENSMUSG00000029911	40471352	6
3854	ENSMUSG00000029913	65778988	6
3855	ENSMUSG00000029916	40325172	6
3856	ENSMUSG00000029918	39806042	6
3857	ENSMUSG00000029920	65042583	6
3858	ENSMUSG00000029922	39404730	6
3859	ENSMUSG00000029924	39347350	6
3860	ENSMUSG00000029993	87009236	6
3861	ENSMUSG00000029994	86745057	6
3862	ENSMUSG00000029998	86392343	6
3863	ENSMUSG00000030002	85950883	6
3864	ENSMUSG00000030007	85451514	6
3865	ENSMUSG00000030008	85451201	6
3866	ENSMUSG00000030016	83867109	6
3867	ENSMUSG00000030031	95117240	6
3868	ENSMUSG00000030035	83120208	6
3869	ENSMUSG00000030041	82946902	6
3870	ENSMUSG00000030042	82652518	6
3871	ENSMUSG00000030045	81962858	6
3872	ENSMUSG00000030051	87672064	6
3873	ENSMUSG00000030056	87822554	6
3874	ENSMUSG00000030057	87846317	6
3875	ENSMUSG00000030058	87887814	6
3876	ENSMUSG00000030059	97168811	6
3877	ENSMUSG00000030060	87913935	6
3878	ENSMUSG00000030061	97197493	6
3879	ENSMUSG00000030062	88084482	6
3880	ENSMUSG00000030067	98929785	6
3881	ENSMUSG00000030079	88465409	6
3882	ENSMUSG00000030082	88506371	6
3883	ENSMUSG00000030083	88838715	6
3884	ENSMUSG00000030084	89321089	6
3885	ENSMUSG00000030086	89595604	6
3886	ENSMUSG00000030091	91017429	6
3887	ENSMUSG00000030094	91515795	6
3888	ENSMUSG00000030095	91473703	6
3889	ENSMUSG00000030096	91684053	6
3890	ENSMUSG00000030101	108127063	6
3891	ENSMUSG00000030102	108213096	6
3892	ENSMUSG00000030103	108660629	6
3893	ENSMUSG00000030104	108828641	6
3894	ENSMUSG00000030105	108783099	6
3895	ENSMUSG00000030116	122505845	6
3896	ENSMUSG00000030117	122609824	6
3897	ENSMUSG00000030120	124931386	6
3898	ENSMUSG00000030126	116056955	6
3899	ENSMUSG00000030127	124960141	6
3900	ENSMUSG00000030138	118419404	6
3901	ENSMUSG00000030145	118454756	6
3902	ENSMUSG00000030161	129533160	6
3903	ENSMUSG00000030166	119902698	6
3904	ENSMUSG00000030168	119388686	6
3905	ENSMUSG00000030172	119622105	6
3906	ENSMUSG00000030177	120350390	6
3907	ENSMUSG00000030180	120364124	6
3908	ENSMUSG00000030188	131285873	6
3909	ENSMUSG00000030189	131369018	6
3910	ENSMUSG00000030199	134035700	6
3911	ENSMUSG00000030201	134465008	6
3912	ENSMUSG00000030203	134726058	6
3913	ENSMUSG00000030204	135011612	6
3914	ENSMUSG00000030207	135197977	6
3915	ENSMUSG00000030208	135362545	6
3916	ENSMUSG00000030213	136506167	6
3917	ENSMUSG00000030216	136821214	6
3918	ENSMUSG00000030224	137735078	6
3919	ENSMUSG00000030225	137754546	6
3920	ENSMUSG00000030231	140424054	6
3921	ENSMUSG00000030232	140622663	6
3922	ENSMUSG00000030243	142363574	6
3923	ENSMUSG00000030245	142387221	6
3924	ENSMUSG00000030246	142495648	6
3925	ENSMUSG00000030254	112675776	6
3926	ENSMUSG00000030263	145115653	6
3927	ENSMUSG00000030264	113046225	6
3928	ENSMUSG00000030265	145225557	6
3929	ENSMUSG00000030268	145032843	6
3930	ENSMUSG00000030269	113237843	6
3931	ENSMUSG00000030275	143167221	6
3932	ENSMUSG00000030279	143013712	6
3933	ENSMUSG00000030282	142756686	6
3934	ENSMUSG00000030283	142883040	6
3935	ENSMUSG00000030284	113483297	6
3936	ENSMUSG00000030286	113520909	6
3937	ENSMUSG00000030291	146642547	6
3938	ENSMUSG00000030298	113735070	6
3939	ENSMUSG00000030301	147475828	6
3940	ENSMUSG00000030304	148183208	6
3941	ENSMUSG00000030309	148843654	6
3942	ENSMUSG00000030313	149017188	6
3943	ENSMUSG00000030314	114643097	6
3944	ENSMUSG00000030316	115012537	6
3945	ENSMUSG00000030319	115774538	6
3946	ENSMUSG00000030322	115848705	6
3947	ENSMUSG00000030327	122874474	6
3948	ENSMUSG00000030330	125039760	6
3949	ENSMUSG00000030335	125191801	6
3950	ENSMUSG00000030342	125463024	6
3951	ENSMUSG00000030346	126925735	6
3952	ENSMUSG00000030347	126939962	6
3953	ENSMUSG00000030352	127966817	6
3954	ENSMUSG00000030353	128275577	6
3955	ENSMUSG00000030357	128437653	6
3956	ENSMUSG00000030374	16815889	7
3957	ENSMUSG00000030386	12478293	7
3958	ENSMUSG00000030393	10495394	7
3959	ENSMUSG00000030400	19382010	7
3960	ENSMUSG00000030403	19258131	7
3961	ENSMUSG00000030417	35643044	7
3962	ENSMUSG00000030421	37962528	7
3963	ENSMUSG00000030423	38271275	7
3964	ENSMUSG00000030432	4792874	7
3965	ENSMUSG00000030435	5062143	7
3966	ENSMUSG00000030447	55841745	7
3967	ENSMUSG00000030451	56050196	7
3968	ENSMUSG00000030452	55938068	7
3969	ENSMUSG00000030469	43579610	7
3970	ENSMUSG00000030471	48789003	7
3971	ENSMUSG00000030491	35505008	7
3972	ENSMUSG00000030493	35396708	7
3973	ENSMUSG00000030494	35334170	7
3974	ENSMUSG00000030498	51862015	7
3975	ENSMUSG00000030499	34648744	7
3976	ENSMUSG00000030505	49778346	7
3977	ENSMUSG00000030509	66655024	7
3978	ENSMUSG00000030512	66059003	7
3979	ENSMUSG00000030515	65644898	7
3980	ENSMUSG00000030516	65302305	7
3981	ENSMUSG00000030521	64384519	7
3982	ENSMUSG00000030523	64153835	7
3983	ENSMUSG00000030528	80457372	7
3984	ENSMUSG00000030533	80339566	7
3985	ENSMUSG00000030534	80269649	7
3986	ENSMUSG00000030536	80730248	7
3987	ENSMUSG00000030538	80230360	7
3988	ENSMUSG00000030539	80186841	7
3989	ENSMUSG00000030541	80096029	7
3990	ENSMUSG00000030555	67647410	7
3991	ENSMUSG00000030556	67535397	7
3992	ENSMUSG00000030557	67266162	7
3993	ENSMUSG00000030588	29238329	7
3994	ENSMUSG00000030591	29175859	7
3995	ENSMUSG00000030595	28766514	7
3996	ENSMUSG00000030598	28716804	7
3997	ENSMUSG00000030602	28568237	7
3998	ENSMUSG00000030603	28047022	7
3999	ENSMUSG00000030604	27807196	7
4000	ENSMUSG00000030605	79137026	7
4001	ENSMUSG00000030609	78895854	7
4002	ENSMUSG00000030610	78834188	7
4003	ENSMUSG00000030611	78783119	7
4004	ENSMUSG00000030612	78783089	7
4005	ENSMUSG00000030613	92561149	7
4006	ENSMUSG00000030614	90475995	7
4007	ENSMUSG00000030615	90457102	7
4008	ENSMUSG00000030619	89956938	7
4009	ENSMUSG00000030629	84618698	7
4010	ENSMUSG00000030641	92874176	7
4011	ENSMUSG00000030647	97400003	7
4012	ENSMUSG00000030649	101863715	7
4013	ENSMUSG00000030652	118526734	7
4014	ENSMUSG00000030654	118129110	7
4015	ENSMUSG00000030655	118135825	7
4016	ENSMUSG00000030660	116340629	7
4017	ENSMUSG00000030662	120911224	14
4018	ENSMUSG00000030663	116039397	7
4019	ENSMUSG00000030672	127208890	7
4020	ENSMUSG00000030677	127028116	7
4021	ENSMUSG00000030678	127025132	7
4022	ENSMUSG00000030681	127011865	7
4023	ENSMUSG00000030682	126975914	7
4024	ENSMUSG00000030689	126857730	7
4025	ENSMUSG00000030695	126797751	7
4026	ENSMUSG00000030697	126787339	7
4027	ENSMUSG00000030704	100607410	7
4028	ENSMUSG00000030706	100547620	7
4029	ENSMUSG00000030714	126649309	7
4030	ENSMUSG00000030718	100335278	7
4031	ENSMUSG00000030722	126390557	7
4032	ENSMUSG00000030725	100159277	7
4033	ENSMUSG00000030726	100090037	7
4034	ENSMUSG00000030733	126470194	7
4035	ENSMUSG00000030738	126566204	7
4036	ENSMUSG00000030741	126372562	7
4037	ENSMUSG00000030744	99483634	7
4038	ENSMUSG00000030750	125478559	7
4039	ENSMUSG00000030751	114276026	7
4040	ENSMUSG00000030753	98703103	7
4041	ENSMUSG00000030754	114218161	7
4042	ENSMUSG00000030759	113513834	7
4043	ENSMUSG00000030760	98226888	7
4044	ENSMUSG00000030763	123369784	7
4045	ENSMUSG00000030766	123286241	7
4046	ENSMUSG00000030774	97788541	7
4047	ENSMUSG00000030779	122965686	7
4048	ENSMUSG00000030788	110801599	7
4049	ENSMUSG00000030793	127993527	7
4050	ENSMUSG00000030795	127967457	7
4051	ENSMUSG00000030796	45215753	7
4052	ENSMUSG00000030801	127912516	7
4053	ENSMUSG00000030802	127904082	7
4054	ENSMUSG00000030815	127573340	7
4055	ENSMUSG00000030816	127588767	7
4056	ENSMUSG00000030822	127459611	7
4057	ENSMUSG00000030824	45498838	7
4058	ENSMUSG00000030825	45554893	7
4059	ENSMUSG00000030826	45570153	7
4060	ENSMUSG00000030835	46033698	7
4061	ENSMUSG00000030842	101905904	7
4062	ENSMUSG00000030846	128444905	7
4063	ENSMUSG00000030849	130167884	7
4064	ENSMUSG00000030850	130418790	7
4065	ENSMUSG00000030852	130577438	7
4066	ENSMUSG00000030861	131410601	7
4067	ENSMUSG00000030867	122159439	7
4068	ENSMUSG00000030868	122133041	7
4069	ENSMUSG00000030869	122091787	7
4070	ENSMUSG00000030870	122067175	7
4071	ENSMUSG00000030871	122067011	7
4072	ENSMUSG00000030872	121999049	7
4073	ENSMUSG00000030876	121034445	7
4074	ENSMUSG00000030879	105810958	7
4075	ENSMUSG00000030880	120917744	7
4076	ENSMUSG00000030881	105637902	7
4077	ENSMUSG00000030884	120635176	7
4078	ENSMUSG00000030888	105733681	7
4079	ENSMUSG00000030894	105749132	7
4080	ENSMUSG00000030929	119787952	7
4081	ENSMUSG00000030934	132575718	7
4082	ENSMUSG00000030942	119720764	7
4083	ENSMUSG00000030960	132852379	7
4084	ENSMUSG00000030965	132859225	7
4085	ENSMUSG00000030967	132931142	7
4086	ENSMUSG00000030970	133015248	7
4087	ENSMUSG00000030978	102441695	7
4088	ENSMUSG00000030980	118855613	7
4089	ENSMUSG00000030982	118740226	7
4090	ENSMUSG00000030983	133709333	7
4091	ENSMUSG00000030986	133730900	7
4092	ENSMUSG00000030987	102267806	7
4093	ENSMUSG00000030990	102210208	7
4094	ENSMUSG00000031004	135710911	7
4095	ENSMUSG00000031015	110221711	7
4096	ENSMUSG00000031016	110122046	7
4097	ENSMUSG00000031021	109752246	7
4098	ENSMUSG00000031023	109703690	7
4099	ENSMUSG00000031029	108934417	7
4100	ENSMUSG00000031068	137437614	7
4101	ENSMUSG00000031072	144915100	7
4102	ENSMUSG00000031073	144896531	7
4103	ENSMUSG00000031078	144438328	7
4104	ENSMUSG00000031441	12757014	8
4105	ENSMUSG00000031446	13105621	8
4106	ENSMUSG00000031447	13159161	8
4107	ENSMUSG00000031458	13887215	8
4108	ENSMUSG00000031467	18846277	8
4109	ENSMUSG00000031478	22132302	8
4110	ENSMUSG00000031479	22192809	8
4111	ENSMUSG00000031482	22398544	8
4112	ENSMUSG00000031483	27023261	8
4113	ENSMUSG00000031485	27042555	8
4114	ENSMUSG00000031487	27125511	8
4115	ENSMUSG00000031488	27154476	8
4116	ENSMUSG00000031489	27228494	8
4117	ENSMUSG00000031490	27260329	8
4118	ENSMUSG00000031505	11497506	8
4119	ENSMUSG00000031508	11624626	8
4120	ENSMUSG00000031511	11727721	8
4121	ENSMUSG00000031513	34147033	8
4122	ENSMUSG00000031516	34092925	8
